date	movement_percent	open	high	low	close	volume	ticker	sentiment	label
2014-01-07	0.01363	0.134142	0.141784	0.128537	0.267517	37368800.0	CSCO	0.0	1
2014-01-07	-0.007151	0.075524	0.078764	0.062878	-0.517036	79302300.0	AAPL	-0.047509471575419106	0
2014-01-07	0.019278	0.006874	0.020021	0.003437	10.729736	5124300.0	GOOG	0.07120838761329651	1
2014-01-07	0.002973	0.183775	0.190807	0.182134	0.126834	745600.0	CHL	0.0	0
2014-01-07	0.005106	0.125758	0.134133	0.122673	0.115844	19665100.0	INTC	0.15698877573013306	0
2014-01-07	0.000592	0.13027	0.13562	0.125588	0.008847	13083100.0	TSM	0.0	0
2014-01-07	-0.000286	0.219945	0.22064	0.212305	-0.008236	25725100.0	T	0.0	0
2014-01-07	0.010141	0.056835	0.064412	0.052345	0.361381	16792200.0	ORCL	0.0	1
2014-01-07	0.00775	0.109088	0.113973	0.105425	0.253853	35802800.0	MSFT	0.22688321272532144	1
2014-01-07	0.011178	0.003582	0.012296	0.001677	4.399994	1916000.0	AMZN	0.0	1
2014-01-07	0.012587	0.008741	0.023601	0.00035	0.719997	77207400.0	FB	0.2671799163023631	1
2014-01-07	0.012528	0.196926	0.203749	0.183768	0.514138	17594600.0	VZ	0.0	1
2014-01-08	0.009773	0.001105	0.012486	-0.005	3.890014	2316500.0	AMZN	0.2897084653377533	1
2014-01-08	0.006333	0.072305	0.085738	0.072066	0.454582	64632400.0	AAPL	0.10607090863314542	1
2014-01-08	0.005352	-0.005525	0.00846	-0.011913	0.310002	56682400.0	FB	0.05607879161834717	1
2014-01-08	-0.006252	0.124424	0.127494	0.109514	-0.142574	29680500.0	INTC	0.911789059638977	0
2014-01-08	-0.000896	0.120399	0.123918	0.113362	-0.017828	38362700.0	CSCO	0.4558945298194885	0
2014-01-08	-0.003435	0.049836	0.05317	0.043447	-0.12363	16111600.0	ORCL	0.0	0
2014-01-08	-0.005536	0.171768	0.180913	0.163827	-0.230038	13110700.0	VZ	0.0	0
2014-01-08	0.010645	0.140296	0.14698	0.139627	0.159257	13428900.0	TSM	0.0	1
2014-01-08	-0.017852	0.090563	0.094804	0.077839	-0.589318	59971700.0	MSFT	0.07256546285417345	0
2014-01-08	0.002081	0.006269	0.007429	-0.004891	1.180603	4501700.0	GOOG	0.0054494937260945635	1
2014-01-08	-0.007312	0.184005	0.185407	0.171852	-0.312866	1136700.0	CHL	-0.7776091694831848	0
2014-01-08	-0.007248	0.196674	0.201884	0.184516	-0.208664	37745500.0	T	0.08569227797644478	0
2014-01-09	-0.01277	0.081358	0.081477	0.058715	-0.922462	69787200.0	AAPL	-0.1617826355828179	0
2014-01-09	-0.004719	0.12179	0.127527	0.114288	-0.106934	20878000.0	INTC	-0.8438256978988647	0
2014-01-09	-0.00963	0.001937	0.00262	-0.013731	-5.474487	4184500.0	GOOG	-0.16732603311538696	0
2014-01-09	-0.002264	0.004454	0.012366	-0.008658	-0.910003	2103000.0	AMZN	0.3078731670975685	0
2014-01-09	-0.01931	0.122333	0.123656	0.101831	-0.291968	9422200.0	TSM	0.0	0
2014-01-09	-0.008973	0.121404	0.12241	0.10279	-0.178354	31794000.0	CSCO	0.0	0
2014-01-09	-0.006431	0.106684	0.10761	0.091879	-0.208511	36516300.0	MSFT	0.1294922928015391	0
2014-01-09	-0.020444	0.198063	0.198063	0.17252	-0.584283	36082200.0	T	0.0	0
2014-01-09	-0.020619	0.171999	0.173935	0.149252	-0.852017	14567000.0	VZ	0.0	0
2014-01-09	-0.001856	0.055127	0.055127	0.044255	-0.066574	13623500.0	ORCL	0.0	0
2014-01-09	-0.017345	0.007213	0.012536	-0.027134	-1.009999	92253300.0	FB	-0.2564320053373064	0
2014-01-09	-0.008362	0.180248	0.180484	0.166828	-0.355148	1395700.0	CHL	0.0	0
2014-01-10	-0.008354	0.00379	0.006858	-0.01798	-3.350006	2679500.0	AMZN	0.0	0
2014-01-10	-5.3e-05	0.007821	0.007821	-0.007069	-0.029908	4302900.0	GOOG	-0.19072140753269196	0
2014-01-10	0.012583	-0.001573	0.018874	-0.002796	0.719998	42449500.0	FB	0.0	1
2014-01-10	0.002385	0.205207	0.207708	0.196991	0.066774	25342100.0	T	0.0	0
2014-01-10	0.014354	0.114469	0.12223	0.109812	0.462379	40548800.0	MSFT	-0.19271965821584067	1
2014-01-10	-0.006672	0.081383	0.083327	0.063916	-0.475846	76244000.0	AAPL	-0.11050722718238831	0
2014-01-10	0.008693	0.130656	0.146175	0.130656	0.196045	30588800.0	INTC	0.0	1
2014-01-10	0.005885	0.128512	0.13105	0.116328	0.115929	30318600.0	CSCO	0.0	0
2014-01-10	0.012218	0.054296	0.065188	0.049828	0.437473	15402900.0	ORCL	0.0	1
2014-01-10	0.008353	0.135665	0.147129	0.134316	0.123864	11148000.0	TSM	0.0	0
2014-01-10	0.013853	0.190675	0.19946	0.188538	0.583458	932000.0	CHL	0.0	1
2014-01-10	0.005263	0.182095	0.188272	0.171964	0.212998	11445900.0	VZ	-0.45731601119041443	1
2014-01-13	-0.011089	0.182603	0.186115	0.169489	-0.473534	865100.0	CHL	0.0	0
2014-01-13	-0.006371	-0.003283	0.014803	-0.011511	-3.586547	4855800.0	GOOG	0.0	0
2014-01-13	-0.029412	0.101453	0.102371	0.065951	-0.961029	45901900.0	MSFT	-0.2341478168964386	0
2014-01-13	-0.009446	0.047089	0.053986	0.040191	-0.342365	20848300.0	ORCL	0.0	0
2014-01-13	0.000592	0.137626	0.146321	0.13027	0.008847	10286100.0	TSM	0.0	0
2014-01-13	-0.001175	0.126627	0.142452	0.117396	-0.026739	40274500.0	INTC	0.11249631643295288	0
2014-01-13	-0.00135	0.129984	0.151685	0.117367	-0.026753	59600000.0	CSCO	0.0	0
2014-01-13	-0.035036	-0.000518	0.00535	-0.044184	-2.029999	63010900.0	FB	0.13234728574752808	0
2014-01-13	-0.016798	0.000805	0.005331	-0.02316	-6.679993	2844900.0	AMZN	0.15496472517649332	0
2014-01-13	-0.009518	0.196994	0.199132	0.183096	-0.267097	29281000.0	T	0.010857661565144857	0
2014-01-13	-0.015079	0.171236	0.173694	0.15403	-0.613449	18784000.0	VZ	0.0	0
2014-01-13	0.005235	0.068642	0.094032	0.068582	0.370835	94623200.0	AAPL	-0.008242585829326085	1
2014-01-14	0.019898	0.079748	0.096821	0.078625	1.416939	83140400.0	AAPL	0.12627561887105307	1
2014-01-14	0.039608	0.144677	0.168441	0.139836	0.899994	74142900.0	INTC	-0.019069641828536987	1
2014-01-14	0.02287	0.0951	0.131361	0.091947	0.7253	41623300.0	MSFT	0.13883283734321594	1
2014-01-14	0.005405	0.199142	0.207057	0.193026	0.15024	22883600.0	T	0.0	0
2014-01-14	0.012185	0.052339	0.06543	0.050389	0.437461	13486400.0	ORCL	0.0	1
2014-01-14	0.027794	0.140296	0.162353	0.138959	0.415829	13334500.0	TSM	0.0	1
2014-01-14	0.009915	0.12848	0.138081	0.12191	0.196186	44300800.0	CSCO	-0.27700390418370563	1
2014-01-14	0.016778	0.002941	0.019566	0.000793	6.559998	2340100.0	AMZN	0.0	1
2014-01-14	0.023527	0.013331	0.024952	0.00455	13.160705	4983700.0	GOOG	-0.015281126416962722	1
2014-01-14	0.032731	0.009837	0.033447	0.003398	1.830002	37503600.0	FB	0.092166006565094	1
2014-01-14	0.010813	0.186155	0.197048	0.184734	0.45662	1071400.0	CHL	0.0	1
2014-01-14	0.001063	0.173943	0.178685	0.162463	0.04261	19270700.0	VZ	0.0	0
2014-01-15	-0.004201	0.003522	0.004452	-0.012603	-1.670014	2678300.0	AMZN	0.22110292315483093	0
2014-01-15	0.00926	0.204504	0.216671	0.200568	0.25876	25786400.0	T	0.0	1
2014-01-15	0.005234	0.051228	0.06141	0.049027	0.190201	17010900.0	ORCL	0.0	1
2014-01-15	0.02739	0.106682	0.134118	0.105141	0.888497	44812600.0	MSFT	0.004814071314675468	1
2014-01-15	0.006036	0.131122	0.148055	0.126465	0.142578	58277700.0	INTC	0.0	1
2014-01-15	-0.001783	0.171592	0.189865	0.171123	-0.076104	1433600.0	CHL	0.16721677780151367	0
2014-01-15	0.025276	0.180424	0.206102	0.178679	1.013893	21722300.0	VZ	0.0	1
2014-01-15	0.010357	0.136773	0.15108	0.133521	0.159254	15510900.0	TSM	0.0	1
2014-01-15	0.020077	0.088778	0.101917	0.085119	1.458145	97909700.0	AAPL	0.06321173357336145	1
2014-01-15	-0.000679	0.003123	0.004872	-0.004881	-0.38855	3915000.0	GOOG	0.0	0
2014-01-15	-0.002425	0.004157	0.014375	-0.00814	-0.140004	33663400.0	FB	0.0011725534092296255	0
2014-01-15	0.01651	0.125908	0.150928	0.121905	0.329943	61767800.0	CSCO	-0.1917504519224167	1
2014-01-16	0.0	0.12485	0.127804	0.11402	0.0	38918100.0	CSCO	-0.7851507067680359	0
2014-01-16	-0.00558	0.070009	0.07377	0.0638	-0.413407	57319500.0	AAPL	-0.06372110366821289	0
2014-01-16	-0.007118	-0.005903	0.007292	-0.013368	-0.409999	34541800.0	FB	-0.143845796585083	0
2014-01-16	-0.003124	0.050956	0.061359	0.044933	-0.114113	13463000.0	ORCL	0.0	0
2014-01-16	-0.004366	0.178378	0.181664	0.17697	-0.186023	1038200.0	CHL	0.0	0
2014-01-16	0.005031	0.201608	0.208345	0.198772	0.141888	16239000.0	T	0.08248727917671203	0
2014-01-16	-0.004874	0.120969	0.125177	0.107925	-0.115841	48960800.0	INTC	-0.07282587460109166	0
2014-01-16	0.003537	0.100883	0.110184	0.089481	0.117874	38018700.0	MSFT	-0.42833325266838074	1
2014-01-16	0.033599	0.152798	0.170177	0.151511	0.522001	21768200.0	TSM	0.0	1
2014-01-16	0.005386	0.17345	0.183176	0.165913	0.22152	14193200.0	VZ	0.0	1
2014-01-16	0.006617	0.000418	0.008105	-0.00054	3.785767	3380300.0	GOOG	-0.10967608541250229	1
2014-01-16	-0.000177	-0.005532	0.008639	-0.016318	-0.070007	2601200.0	AMZN	0.1656605750322342	0
2014-01-17	-0.001756	0.111559	0.121404	0.111559	-0.035669	44349100.0	CSCO	0.0	0
2014-01-17	-0.002089	0.046835	0.056446	0.044363	-0.076088	14051100.0	ORCL	0.0	0
2014-01-17	-0.000199	0.185667	0.185667	0.177417	-0.008458	782600.0	CHL	0.0	0
2014-01-17	-0.004921	0.000545	0.003814	-0.010396	-2.834351	5422800.0	GOOG	0.0	0
2014-01-17	0.009626	-0.003891	0.019429	-0.005407	3.809997	4505100.0	AMZN	0.0	1
2014-01-17	-0.003709	0.176838	0.177563	0.160876	-0.153363	15988600.0	VZ	0.0	0
2014-01-17	-0.007656	0.200532	0.200532	0.188185	-0.217015	23921700.0	T	0.0	0
2014-01-17	-0.025998	0.072336	0.093478	0.067685	-0.614843	111758900.0	INTC	0.0	0
2014-01-17	-0.020937	0.11906	0.11906	0.102246	-0.336203	14574800.0	TSM	0.0	0
2014-01-17	-0.013825	0.101189	0.101189	0.080857	-0.462387	46267500.0	MSFT	0.0	0
2014-01-17	-0.024501	0.069382	0.070526	0.046927	-1.805046	106684900.0	AAPL	0.0	0
2014-01-17	-0.015562	0.001923	0.011016	-0.019584	-0.89	40849200.0	FB	0.0	0
2014-01-21	0.011447	0.009039	0.011708	0.000669	6.560425	3974500.0	GOOG	0.12780657410621643	1
2014-01-21	0.018618	0.008483	0.020495	0.00498	7.440003	3122100.0	AMZN	0.0	1
2014-01-21	-0.013444	0.185588	0.187045	0.135096	-0.553806	33165500.0	VZ	-0.1198807805776596	0
2014-01-21	0.003958	0.129788	0.13176	0.116473	0.080253	33423000.0	CSCO	0.0	0
2014-01-21	0.039254	0.005329	0.040497	0.003552	2.209999	48669200.0	FB	-0.11469975858926773	1
2014-01-21	-0.003858	0.20304	0.208728	0.180288	-0.108509	29421500.0	T	0.0	0
2014-01-21	-0.010058	0.119627	0.120061	0.097052	-0.231686	42286400.0	INTC	0.03145796060562134	0
2014-01-21	-0.004502	0.13027	0.134086	0.120729	-0.070781	8371500.0	TSM	0.0	0
2014-01-21	-0.000598	0.181188	0.183074	0.17553	-0.025371	1061000.0	CHL	0.27138739824295044	0
2014-01-21	-0.005772	0.116323	0.116323	0.093281	-0.190396	31567300.0	MSFT	0.0	0
2014-01-21	0.015536	0.075389	0.093438	0.074256	1.116524	82131700.0	AAPL	0.12734889067136324	1
2014-01-21	-0.002617	0.060034	0.060034	0.04022	-0.095096	13540000.0	ORCL	0.0	0
2014-01-22	0.004444	0.078355	0.090843	0.072287	0.324333	94996300.0	AAPL	0.0200908967426845	1
2014-01-22	-0.006635	0.105727	0.107557	0.090175	-0.217586	21904300.0	MSFT	0.0	0
2014-01-22	-0.006851	0.199134	0.201275	0.188784	-0.191976	17411700.0	T	0.09218454957008362	0
2014-01-22	0.001134	0.002501	0.003601	-0.004159	0.657532	3154500.0	GOOG	0.0	1
2014-01-22	-0.017091	0.005811	0.013673	-0.024098	-1.0	61352900.0	FB	-0.0602020886209276	0
2014-01-22	-0.007757	0.167296	0.169264	0.158684	-0.315239	17975700.0	VZ	0.1806887686252594	0
2014-01-22	-0.003411	0.049296	0.056194	0.047089	-0.123638	14006300.0	ORCL	0.0	0
2014-01-22	0.005186	0.185198	0.192039	0.182367	0.219852	655300.0	CHL	0.0	1
2014-01-22	-0.010942	0.113461	0.120039	0.102936	-0.249508	48749900.0	INTC	-0.09197861552238465	0
2014-01-22	0.000438	0.125334	0.127299	0.118948	0.008919	30700100.0	CSCO	0.0	0
2014-01-22	0.015263	0.135381	0.148799	0.132186	0.238881	12870700.0	TSM	0.0	1
2014-01-22	-0.006166	0.002334	0.002481	-0.012406	-2.509979	2060500.0	AMZN	0.159892133304051	0
2014-01-23	0.004476	0.056763	0.059255	0.050119	0.161678	14174200.0	ORCL	0.0	1
2014-01-23	0.008468	0.071694	0.084477	0.061696	0.620743	100809800.0	AAPL	0.0045407307999474665	1
2014-01-23	-0.014477	0.1202	0.129011	0.108243	-0.230033	8872200.0	TSM	0.0	0
2014-01-23	-0.012259	0.11404	0.121895	0.102747	-0.249687	37013600.0	CSCO	0.0	0
2014-01-23	-0.011544	-0.008751	0.004029	-0.016686	-4.670014	3025400.0	AMZN	0.0	0
2014-01-23	0.011198	0.166998	0.186836	0.164022	0.451557	22638200.0	VZ	0.0	1
2014-01-23	-0.004223	-0.004309	-0.002172	-0.009141	-2.450806	3912700.0	GOOG	-0.28126736120744184	0
2014-01-23	-0.015302	-0.019823	-0.014432	-0.031647	-0.879997	47951800.0	FB	-0.08298110020788092	0
2014-01-23	-0.016868	0.167582	0.168756	0.156787	-0.718753	1271700.0	CHL	0.0	0
2014-01-23	-0.007112	0.116024	0.119572	0.104053	-0.160389	40241000.0	INTC	0.0	0
2014-01-23	0.013797	0.193751	0.214593	0.191235	0.383947	28463300.0	T	0.0	1
2014-01-23	0.003618	0.107894	0.109122	0.090396	0.117866	43954000.0	MSFT	-0.0639896313349406	1
2014-01-24	-0.011243	0.199127	0.215432	0.184594	-0.317177	33184100.0	T	0.0	0
2014-01-24	-0.031265	-0.007836	-0.005646	-0.03198	-18.067322	7814000.0	GOOG	0.08168019652366638	0
2014-01-24	-0.019984	0.169712	0.171144	0.155628	-0.837136	1430500.0	CHL	0.0	0
2014-01-24	-0.015957	0.113451	0.12041	0.102018	-0.321022	40917300.0	CSCO	0.0	0
2014-01-24	-0.012734	0.111067	0.124911	0.107048	-0.28515	34838700.0	INTC	0.0	0
2014-01-24	-0.018178	0.07054	0.073671	0.052666	-1.343826	107338700.0	AAPL	0.02898426172209949	0
2014-01-24	-0.007345	0.131547	0.13474	0.118137	-0.115016	12403200.0	TSM	0.0	0
2014-01-24	-0.027261	0.045164	0.046266	0.022838	-0.989056	26815600.0	ORCL	0.0	0
2014-01-24	-0.030685	-0.004276	0.000825	-0.03151	-12.269989	4458400.0	AMZN	0.12005905594144549	0
2014-01-24	-0.038495	-0.008476	-0.003708	-0.039378	-2.18	55200700.0	FB	0.06339672207832336	0
2014-01-24	0.020799	0.145499	0.148558	0.117359	0.679974	76395500.0	MSFT	0.33303333073854446	1
2014-01-24	-0.004806	0.167563	0.189634	0.16511	-0.195957	25665600.0	VZ	0.0	0
2014-01-27	-0.02119	0.10478	0.10538	0.078112	-0.707176	44420800.0	MSFT	-0.019322471959250315	0
2014-01-27	0.002693	0.202006	0.209535	0.198422	0.075125	32786300.0	T	0.0	0
2014-01-27	-0.016707	0.055753	0.05887	0.033935	-0.589637	19073800.0	ORCL	0.0	0
2014-01-27	-0.016529	0.005142	0.008999	-0.04775	-0.900002	73924100.0	FB	-0.10703468918800355	0
2014-01-27	-0.003406	0.007482	0.01677	-0.018344	-1.320007	3936800.0	AMZN	0.0	0
2014-01-27	-0.001442	0.180654	0.188936	0.175539	-0.059196	1393200.0	CHL	-0.0018124878406524658	0
2014-01-27	-0.003628	0.120423	0.130374	0.115447	-0.080197	32564900.0	INTC	0.0	0
2014-01-27	0.00126	0.175665	0.191682	0.168272	0.051121	21418600.0	VZ	0.0	0
2014-01-27	-0.023904	0.113544	0.114187	0.094888	-0.371594	11006600.0	TSM	0.0	0
2014-01-27	-0.009009	0.099683	0.116858	0.099178	-0.178356	60510000.0	CSCO	-0.21297810971736908	0
2014-01-27	-0.02011	0.00202	0.002376	-0.036981	-11.257812	8739800.0	GOOG	0.0	0
2014-01-27	0.008112	0.082626	0.091935	0.074123	0.588821	138719700.0	AAPL	-0.0607570359047423	1
2014-01-28	-0.00495	0.172113	0.181627	0.171138	-0.202935	1126600.0	CHL	-0.3208020130793254	0
2014-01-28	0.006661	0.105738	0.114003	0.094411	0.21759	36205500.0	MSFT	0.08744199786867414	1
2014-01-28	0.016717	0.054673	0.069946	0.054097	0.580116	13899900.0	ORCL	0.0	1
2014-01-28	0.029692	0.008777	0.032306	0.008403	1.59	48191200.0	FB	0.12667800698961532	1
2014-01-28	0.019778	0.008254	0.022266	0.007909	10.849365	4436900.0	GOOG	0.0	1
2014-01-28	0.00567	0.197705	0.208789	0.192342	0.15859	25457600.0	T	0.1507876217365265	0
2014-01-28	-0.079927	-0.006737	0.005446	-0.019798	-5.848511	266380800.0	AAPL	-0.1027626059949398	0
2014-01-28	0.021099	0.002899	0.021901	0.002175	8.149994	2894500.0	AMZN	0.14709459245204926	1
2014-01-28	-0.00692	0.173201	0.178123	0.164834	-0.281162	16345400.0	VZ	0.0	0
2014-01-28	-0.011363	0.115288	0.121405	0.106113	-0.222927	41431800.0	CSCO	0.0	0
2014-01-28	0.007282	0.121778	0.137213	0.115422	0.160399	32453800.0	INTC	0.0	1
2014-01-28	0.000583	0.132906	0.137519	0.123679	0.00885	7525700.0	TSM	0.0	0
2014-01-29	-0.011573	0.151847	0.19273	0.137982	-0.325523	83139800.0	T	0.0	0
2014-01-29	0.006968	0.164772	0.189058	0.157089	0.281162	24965700.0	VZ	-0.9747471809387207	1
2014-01-29	-0.012645	0.17059	0.175003	0.166423	-0.515808	1133500.0	CHL	0.0	0
2014-01-29	-0.014328	-0.003464	-0.001122	-0.021006	-8.014953	4777500.0	GOOG	-0.016798486312230427	0
2014-01-29	-0.029198	-0.009612	-0.003446	-0.035365	-1.61	92995600.0	FB	0.11410240173339843	0
2014-01-29	-0.025936	-0.005755	-0.004006	-0.02837	-10.229981	3382300.0	AMZN	0.31389083464940387	0
2014-01-29	-0.008741	0.127635	0.135539	0.118414	-0.132713	9378900.0	TSM	0.0	0
2014-01-29	-0.008836	0.115471	0.124936	0.110063	-0.196043	27145700.0	INTC	-0.4564840793609619	0
2014-01-29	-0.004598	0.114702	0.126044	0.11367	-0.089177	35406500.0	CSCO	0.0	0
2014-01-29	-0.011352	0.069342	0.076599	0.058032	-0.764289	125702500.0	AAPL	-0.11749948206402007	0
2014-01-29	0.010753	0.094164	0.121533	0.091731	0.353584	52745900.0	MSFT	0.4080626567204793	1
2014-01-29	-0.003504	0.053771	0.055755	0.04045	-0.123623	16553600.0	ORCL	0.0	0
2014-01-30	0.141042	0.160471	0.16757	0.12946	7.550003	150178900.0	FB	0.22703395066437898	1
2014-01-30	0.005459	0.189803	0.191789	0.18434	0.219853	617400.0	CHL	0.0	1
2014-01-30	0.002431	0.125415	0.131781	0.115866	0.053465	24610100.0	INTC	0.0	0
2014-01-30	-0.001937	0.078595	0.087094	0.066061	-0.12893	169625400.0	AAPL	-0.1137505883262271	0
2014-01-30	0.011631	0.05776	0.068284	0.054632	0.408935	12975500.0	ORCL	0.3457700312137604	1
2014-01-30	-0.001258	0.175662	0.183538	0.170248	-0.051121	14441900.0	VZ	0.0	0
2014-01-30	0.048959	0.024909	0.057392	0.00911	18.809998	10473900.0	AMZN	-0.1532095097578489	1
2014-01-30	0.005456	0.106894	0.109602	0.090045	0.181332	35036300.0	MSFT	0.0	1
2014-01-30	0.015242	0.12762	0.139015	0.120368	0.294272	42883000.0	CSCO	0.0	1
2014-01-30	0.02572	0.034402	0.041168	0.018366	14.181823	10220800.0	GOOG	-0.011861096961157662	1
2014-01-30	0.007643	0.137579	0.146881	0.13625	0.115017	7230000.0	TSM	0.0	0
2014-01-30	0.001201	0.206335	0.208134	0.187273	0.033382	29077000.0	T	-0.09498193860054016	0
2014-01-31	0.008188	0.160633	0.195132	0.158662	0.332287	18536600.0	VZ	0.0	1
2014-01-31	0.026587	0.105676	0.133804	0.094006	0.8885	93162300.0	MSFT	0.04338778163257398	1
2014-01-31	0.001641	0.064861	0.078516	0.061356	0.108986	116199300.0	AAPL	-0.00584232144885593	1
2014-01-31	-0.008084	0.109077	0.118149	0.106809	-0.178215	28623300.0	INTC	0.0	0
2014-01-31	-0.003185	0.102527	0.121915	0.102527	-0.062422	43325300.0	CSCO	0.0	0
2014-01-31	0.024394	-0.009987	0.037492	-0.014899	1.489998	87794600.0	FB	-0.03727317892986795	1
2014-01-31	-0.012836	0.121038	0.128951	0.112465	-0.194645	13590600.0	TSM	0.0	0
2014-01-31	-0.013369	0.041101	0.04588	0.03126	-0.475509	17039700.0	ORCL	0.0	0
2014-01-31	0.040145	0.031672	0.045051	0.013863	22.704895	11174200.0	GOOG	0.08254701357621413	1
2014-01-31	-0.000899	0.184412	0.210277	0.177227	-0.025037	34211900.0	T	-0.05845042375417856	0
2014-01-31	-0.109972	-0.077541	-0.068385	-0.11228	-44.320008	16154800.0	AMZN	0.016771547496318817	0
2014-01-31	-0.000835	0.175935	0.185319	0.170255	-0.033829	953700.0	CHL	0.0	0
2014-02-03	-0.008865	0.13695	0.142962	0.114238	-0.13271	14171700.0	TSM	0.0	0
2014-02-03	-0.01742	0.007352	0.019179	-0.029887	-1.09	74866600.0	FB	0.011717624134487577	0
2014-02-03	-0.033528	0.173693	0.173693	0.129698	-1.371739	36115400.0	VZ	0.0	0
2014-02-03	-0.040255	-0.001499	0.000635	-0.041457	-23.681213	9172400.0	GOOG	0.0	0
2014-02-03	0.001858	0.079068	0.090061	0.071962	0.123612	100366000.0	AAPL	0.11701299642261706	1
2014-02-03	-0.028726	0.056917	0.056917	0.020727	-1.00808	21272600.0	ORCL	0.0	0
2014-02-03	-0.024042	0.120403	0.12086	0.092507	-0.525738	52868200.0	INTC	0.0	0
2014-02-03	-0.035941	0.100068	0.107355	0.061883	-1.233024	64063100.0	MSFT	0.0	0
2014-02-03	-0.034961	0.000809	0.006022	-0.051827	-12.540008	10280800.0	AMZN	0.0	0
2014-02-03	-0.016431	0.122428	0.123452	0.098372	-0.321026	60693300.0	CSCO	-0.6377357840538025	0
2014-02-03	-0.041117	0.198063	0.198063	0.147005	-1.143515	68010500.0	T	-0.0513095219930013	0
2014-02-03	-0.022362	0.182603	0.182603	0.155416	-0.904785	1155400.0	CHL	0.0	0
2014-02-04	-0.005428	0.124106	0.126449	0.104895	-0.115843	50816300.0	INTC	0.0	0
2014-02-04	0.014476	0.084011	0.091747	0.077389	0.965019	94170300.0	AAPL	0.036781762327466695	1
2014-02-04	0.006841	0.178811	0.192967	0.178052	0.270592	991900.0	CHL	0.0	1
